[2026-05-14 22:00:00.319] [37016433] [INFO] [L3701643351T20260514220000319R57140] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514220000319.json","sign":"NONE","bizContent":{"msgId":"37016433512026051422139722","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:00"}
[2026-05-14 22:00:15.399] [37016433] [INFO] [L370164335BT20260514220015396R57232] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335B_20260514220015399.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335B2026051422139745\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:15.399\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:15.400] [37016433] [INFO] [L370164335FT20260514220015400R57234] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514220015400.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139746","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:15"}
[2026-05-14 22:00:15.402] [37016433] [INFO] [L370164335FT20260514220015400R57234] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514220015401.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T22:00:15.401\",\"msgId\":\"370164335F2026051422139746\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:15.402] [37016433] [INFO] [L370164335FT20260514220015402R57235] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514220015402.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139747"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:15"}
[2026-05-14 22:00:15.405] [37016433] [INFO] [L370164335FT20260514220015402R57235] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514220015402.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:15.402\",\"msgId\":\"370164335F2026051422139747\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:15.405] [37016433] [INFO] [L370164335FT20260514220015405R57236] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514220015405.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051422139748"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:15"}
[2026-05-14 22:00:15.408] [37016433] [INFO] [L370164335FT20260514220015405R57236] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514220015408.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051422139748\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:15.408\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.409] [37016433] [INFO] [L370164335BT20260514220020409R57255] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335B_20260514220020409.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139749","hex":"370164335B","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.411] [37016433] [INFO] [L370164335BT20260514220020409R57255] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335B_20260514220020411.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335B\",\"tollLaneId\":\"G00153700500302020910\",\"receiveTime\":\"2026-05-14T22:00:20.411\",\"msgId\":\"370164335B2026051422139749\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.412] [37016433] [INFO] [L370164335BT20260514220020412R57256] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335B_20260514220020412.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139750"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.415] [37016433] [INFO] [L370164335BT20260514220020412R57256] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335B_20260514220020411.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:20.411\",\"msgId\":\"370164335B2026051422139750\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.415] [37016433] [INFO] [L370164335BT20260514220020415R57257] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335B_20260514220020415.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335B2026051422139751"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.418] [37016433] [INFO] [L370164335BT20260514220020415R57257] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335B_20260514220020418.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335B2026051422139751\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:20.418\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.418] [37016433] [INFO] [L370164335FT20260514220020418R57259] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514220020418.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139752","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.421] [37016433] [INFO] [L370164335FT20260514220020418R57259] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514220020420.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T22:00:20.420\",\"msgId\":\"370164335F2026051422139752\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.421] [37016433] [INFO] [L370164335FT20260514220020421R57260] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514220020421.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139753"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.424] [37016433] [INFO] [L370164335FT20260514220020421R57260] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514220020420.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:20.420\",\"msgId\":\"370164335F2026051422139753\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:20.424] [37016433] [INFO] [L370164335FT20260514220020424R57261] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514220020424.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051422139754"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:20"}
[2026-05-14 22:00:20.427] [37016433] [INFO] [L370164335FT20260514220020424R57261] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514220020427.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051422139754\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:20.427\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.427] [37016433] [INFO] [L370164335BT20260514220025427R57283] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335B_20260514220025427.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139755","hex":"370164335B","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.431] [37016433] [INFO] [L370164335BT20260514220025427R57283] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335B_20260514220025427.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335B\",\"tollLaneId\":\"G00153700500302020910\",\"receiveTime\":\"2026-05-14T22:00:25.427\",\"msgId\":\"370164335B2026051422139755\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.431] [37016433] [INFO] [L370164335BT20260514220025431R57284] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335B_20260514220025431.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139756"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.434] [37016433] [INFO] [L370164335BT20260514220025431R57284] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335B_20260514220025434.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:25.434\",\"msgId\":\"370164335B2026051422139756\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.435] [37016433] [INFO] [L370164335BT20260514220025435R57285] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335B_20260514220025435.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335B2026051422139757"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.437] [37016433] [INFO] [L370164335BT20260514220025435R57285] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335B_20260514220025437.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335B2026051422139757\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:25.437\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.438] [37016433] [INFO] [L370164335FT20260514220025438R57287] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514220025438.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139758","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.440] [37016433] [INFO] [L370164335FT20260514220025438R57287] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514220025437.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T22:00:25.437\",\"msgId\":\"370164335F2026051422139758\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.440] [37016433] [INFO] [L370164335FT20260514220025440R57288] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514220025440.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051422139759"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.443] [37016433] [INFO] [L370164335FT20260514220025440R57288] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514220025443.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:25.443\",\"msgId\":\"370164335F2026051422139759\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:25.443] [37016433] [INFO] [L370164335FT20260514220025443R57289] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514220025443.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051422139760"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:25"}
[2026-05-14 22:00:25.446] [37016433] [INFO] [L370164335FT20260514220025443R57289] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514220025445.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051422139760\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 22:00:25.445\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:30.447] [37016433] [INFO] [L370164335BT20260514220030447R57308] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335B_20260514220030447.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139761","hex":"370164335B","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:30"}
[2026-05-14 22:00:30.451] [37016433] [INFO] [L370164335BT20260514220030447R57308] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335B_20260514220030448.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335B\",\"tollLaneId\":\"G00153700500302020910\",\"receiveTime\":\"2026-05-14T22:00:30.448\",\"msgId\":\"370164335B2026051422139761\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:30.451] [37016433] [INFO] [L370164335BT20260514220030451R57309] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335B_20260514220030451.json","sign":"NONE","bizContent":{"msgId":"370164335B2026051422139762"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:30"}
[2026-05-14 22:00:30.454] [37016433] [INFO] [L370164335BT20260514220030451R57309] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335B_20260514220030454.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-14\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260514180000,20260515060000\",\"receiveTime\":\"2026-05-14T22:00:30.454\",\"msgId\":\"370164335B2026051422139762\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:00:30.454] [37016433] [INFO] [L370164335BT20260514220030454R57310] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335B_20260514220030454.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335B2026051422139763"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:30"}
